EVENT_ID,PSN,MAINTENANCE_START,MAINTENANCE_END,MAINTENANCE_USER,MAINTENANCE_CONTENT,AVG_PI_BEFORE,AVG_PI_AFTER,DIFF,P_VALUE,SIGNIFICANT_DROP
B1_AGST_01_B1_AGST_01#PA_20260826074135,B1_AGST_01#PA,2026-08-26 20:15:00,2026-08-26 20:30:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.403,0.058,-0.345,0.0000,是
B1_COAT_05_B1_COAT_05#13-2_20260826072037,B1_COAT_05#13-2,2026-08-26 23:22:00,2026-08-26 23:45:00,K23405,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.285,,,N/A,N/A
B1_SCOP_04_B1_SCOP_04#PA_20260826070452,B1_SCOP_04#PA,2026-08-26 21:12:00,2026-08-26 21:28:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.266,0.164,-0.102,0.0000,是
B1_COAT_04_B1_COAT_04#14-1_20260826034028,B1_COAT_04#14-1,2026-08-26 22:03:00,2026-08-26 22:15:00,K23405,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.248,0.404,0.156,1.0000,否
B1_COAT_04_B1_COAT_04#11-1_20260826034025,B1_COAT_04#11-1,2026-08-26 21:22:00,2026-08-26 21:39:00,K23405,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.209,0.08,-0.129,0.0000,是
B1_COAT_04_B1_COAT_04#11-2_20260826034025,B1_COAT_04#11-2,2026-08-26 20:40:00,2026-08-26 20:58:00,K23405,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.18,0.368,0.188,1.0000,否
B1_COAT_07_B1_COAT_07#14-2_20260826023914,B1_COAT_07#14-2,2026-08-26 20:59:00,2026-08-26 21:15:00,K21979,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.568,0.458,-0.11,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-0_20260826023732,B1_DEVP_01#11-0,2026-08-26 20:44:00,2026-08-26 20:58:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.145,0.118,-0.026,0.1448,否
B1_DEVP_02_B1_DEVP_02#13-1_20260826023416,B1_DEVP_02#13-1,2026-08-26 21:23:00,2026-08-26 21:46:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.297,0.078,-0.219,0.0000,是
B1_STEP_04_B1_STEP_04#LP_20260826000233,B1_STEP_04#LP,2026-08-26 21:59:00,2026-08-26 22:15:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.123,0.029,-0.095,0.0000,是
B1_DEVP_02_B1_DEVP_02#11-2_20260826000035,B1_DEVP_02#11-2,2026-08-26 21:20:00,2026-08-26 21:33:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.232,0.118,-0.114,0.0000,是
B1_SCOP_03_B1_SCOP_03#PA_20260825223448,B1_SCOP_03#PA,2026-08-25 23:30:00,2026-08-25 23:45:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.257,0.161,-0.096,0.0000,是
B1_COAT_05_B1_COAT_05#13-1_20260825175320,B1_COAT_05#13-1,2026-08-25 21:30:00,2026-08-25 21:46:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.479,0.432,-0.047,0.0005,是
B1_COAT_07_B1_COAT_07#12-1_20260825153210,B1_COAT_07#12-1,2026-08-25 20:44:00,2026-08-25 20:44:00,K21943,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.635,0.578,-0.057,0.0000,是
B1_SCOP_03_B1_SCOP_03#ST_20260825145705,B1_SCOP_03#ST,2026-08-25 20:50:00,2026-08-25 21:14:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.358,0.391,0.034,0.9220,否
B1_COAT_04_B1_COAT_04#12-1_20260825141654,B1_COAT_04#12-1,2026-08-21 21:50:00,2026-08-21 22:05:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.441,0.267,-0.174,0.0000,是
B1_SCOP_08_B1_SCOP_08#PA_20260825135541,B1_SCOP_08#PA,2026-08-25 21:28:00,2026-08-25 21:43:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.208,0.181,-0.027,0.0425,是
B1_OVEN_04_B1_OVEN_04#OVEN1_20260825133422,B1_OVEN_04#OVEN1,2026-08-25 20:55:00,2026-08-25 21:06:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.449,0.409,-0.04,0.0036,是
B1_RESZ_03_B1_RESZ_03#LP_20260825125035,B1_RESZ_03#LP,2026-08-25 13:00:00,2026-08-25 13:30:00,K20620,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: particle measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.139,0.272,0.134,1.0000,否
B1_AGST_03_B1_AGST_03#PA_20260825112320,B1_AGST_03#PA,2026-08-25 22:02:00,2026-08-25 22:21:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.603,0.476,-0.127,0.0000,是
B1_DEVP_03_B1_DEVP_03#13-2_20260825102307,B1_DEVP_03#13-2,2026-08-25 21:02:00,2026-08-25 21:16:00,K26775,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.401,0.477,0.076,1.0000,否
B1_RESZ_01_B1_RESZ_01#LP_20260825095435,B1_RESZ_01#LP,2026-08-25 12:30:00,2026-08-25 13:00:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.079,0.105,0.026,0.9990,否
B1_STEP_01_B1_STEP_01#ST_20260825081740,B1_STEP_01#ST,2026-08-25 20:35:00,2026-08-25 20:55:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.176,0.109,-0.067,0.0000,是
B1_COAT_06_B1_COAT_06#11-0_20260825063647,B1_COAT_06#11-0,2026-08-25 20:48:00,2026-08-25 20:59:00,K27361,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.373,0.248,-0.125,0.0000,是
B1_OVEN_03_B1_OVEN_03#OVEN2_20260825045244,B1_OVEN_03#OVEN2,2026-08-25 21:55:00,2026-08-25 22:18:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.209,0.187,-0.021,0.1281,否
B1_OVEN_03_B1_OVEN_03#OVEN1_20260825044936,B1_OVEN_03#OVEN1,2026-08-25 22:20:00,2026-08-25 22:43:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.219,0.168,-0.051,0.0013,是
B1_DSCM_01_B1_DSCM_01#TM_20260825044303,B1_DSCM_01#TM,2026-08-25 08:00:00,2026-08-25 08:30:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.19,0.137,-0.053,0.0000,是
B1_AGST_11_B1_AGST_11#PA_20260825033550,B1_AGST_11#PA,2026-08-25 22:26:00,2026-08-25 22:47:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.287,0.108,-0.179,0.0000,是
B1_DEVP_01_B1_DEVP_01#12-1_20260825013834,B1_DEVP_01#12-1,2026-08-25 22:46:00,2026-08-25 22:58:00,K27361,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.158,0.043,-0.115,0.0000,是
B1_SCOP_02_B1_SCOP_02#ST_20260825011355,B1_SCOP_02#ST,2026-08-25 21:32:00,2026-08-25 21:48:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.229,0.132,-0.097,0.0000,是
B1_BPHI_01_B1_BPHI_01#ST_20260825001557,B1_BPHI_01#ST,2026-08-26 00:15:00,2026-08-26 00:26:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.111,0.108,-0.003,0.3395,否
B1_REFW_01_B1_REFW_01#LP_20260824175632,B1_REFW_01#LP,2026-08-24 20:00:00,2026-08-24 20:20:00,C0684,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.197,0.172,-0.025,0.0200,是
B1_DEVP_01_B1_DEVP_01#12-2_20260824165435,B1_DEVP_01#12-2,2026-08-24 20:00:00,2026-08-24 20:20:00,K02447,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.228,0.224,-0.004,0.3616,否
B1_SCOP_06_B1_SCOP_06#ST_20260824145328,B1_SCOP_06#ST,2026-08-24 20:00:00,2026-08-24 20:20:00,K21836,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.376,0.337,-0.039,0.0060,是
B1_COAT_07_B1_COAT_07#11-1_20260824132454,B1_COAT_07#11-1,2026-08-24 20:00:00,2026-08-24 20:20:00,K24463,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.472,0.417,-0.055,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-2_20260824132319,B1_DEVP_01#11-2,2026-08-24 20:00:00,2026-08-24 20:20:00,K25080,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.177,0.19,0.012,0.7949,否
B1_AGST_08_B1_AGST_08#PA_20260824124015,B1_AGST_08#PA,2026-08-24 20:00:00,2026-08-24 20:20:00,K25981,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.292,0.153,-0.14,0.0000,是
B1_SPUT_02_B1_SPUT_02#LP_20260824114007,B1_SPUT_02#LP,2026-08-24 14:30:00,2026-08-24 14:40:00,K22663,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0
",0.233,0.275,0.042,0.9689,否
B1_SCOP_09_B1_SCOP_09#ST_20260824103316,B1_SCOP_09#ST,2026-08-24 20:30:00,2026-08-24 20:50:00,K21836,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.291,0.16,-0.13,0.0000,是
B1_COAT_01_B1_COAT_01#LP1_20260824102254,B1_COAT_01#LP1,2026-08-24 20:00:00,2026-08-24 20:20:00,K22234,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.173,0.13,-0.043,0.0001,是
B1_OVEN_01_B1_OVEN_01#OVEN2_20260824084922,B1_OVEN_01#OVEN2,2026-08-24 20:30:00,2026-08-24 20:50:00,C0684,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.372,0.592,0.22,1.0000,否
B1_DEVP_02_B1_DEVP_02#14-2_20260824082741,B1_DEVP_02#14-2,2026-08-24 20:30:00,2026-08-24 20:50:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.378,0.303,-0.076,0.0000,是
B1_COAT_06_B1_COAT_06#13-2_20260824075541,B1_COAT_06#13-2,2026-08-24 20:30:00,2026-08-24 20:50:00,K21877,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.368,0.269,-0.099,0.0000,是
B1_DEVP_03_B1_DEVP_03#13-1_20260824040920,B1_DEVP_03#13-1,2026-08-24 21:00:00,2026-08-24 21:20:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.435,0.377,-0.058,0.0000,是
B1_STEP_04_B1_STEP_04#LP_20260824030149,B1_STEP_04#LP,2026-08-24 21:00:00,2026-08-24 21:20:00,K25080,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.232,0.139,-0.093,0.0000,是
B1_OVEN_04_B1_OVEN_04#OVEN2_20260824030148,B1_OVEN_04#OVEN2,2026-08-24 21:30:00,2026-08-24 21:50:00,K0684,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.105,0.177,0.072,1.0000,否
B1_OVEN_01_B1_OVEN_01#OVEN1_20260824025956,B1_OVEN_01#OVEN1,2026-08-24 21:30:00,2026-08-24 21:50:00,K02447,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.572,0.514,-0.058,0.0000,是
B1_SHTZ_01_B1_SHTZ_01#PA_20260824022153,B1_SHTZ_01#PA,2026-08-24 21:30:00,2026-08-24 21:50:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.447,0.384,-0.062,0.0000,是
B1_COAT_05_B1_COAT_05#13-1_20260824021559,B1_COAT_05#13-1,2026-08-24 21:30:00,2026-08-24 21:50:00,K21877,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.539,0.478,-0.061,0.0002,是
B1_AGST_03_B1_AGST_03#PA_20260824015614,B1_AGST_03#PA,2026-08-24 22:00:00,2026-08-24 22:20:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.523,0.602,0.079,1.0000,否
B1_DEVP_01_B1_DEVP_01#11-1_20260824011623,B1_DEVP_01#11-1,2026-08-24 22:00:00,2026-08-24 22:20:00,K24463,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.188,0.137,-0.051,0.0000,是
B1_DEVP_03_B1_DEVP_03#14-1_20260824010735,B1_DEVP_03#14-1,2026-08-24 22:00:00,2026-08-24 22:20:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.408,0.183,-0.225,0.0000,是
B1_DEVP_03_B1_DEVP_03#12-2_20260824001855,B1_DEVP_03#12-2,2026-08-24 22:00:00,2026-08-24 22:20:00,K22234,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.892,0.922,0.03,1.0000,否
B1_SCOP_01_B1_SCOP_01#ST_20260824001153,B1_SCOP_01#ST,2026-08-24 22:20:00,2026-08-24 22:50:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.272,0.184,-0.088,0.0000,是
B1_OVEN_04_B1_OVEN_04#OVEN1_20260824000411,B1_OVEN_04#OVEN1,2026-08-24 23:00:00,2026-08-24 23:20:00,C0684,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.384,0.479,0.096,1.0000,否
B1_COAT_07_B1_COAT_07#13-2_20260824000409,B1_COAT_07#13-2,2026-08-24 23:00:00,2026-08-24 23:20:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.858,0.748,-0.11,0.0000,是
B1_ETCH_07_B1_ETCH_07#LP_20260824000301,B1_ETCH_07#LP,2026-08-24 19:50:00,2026-08-24 20:00:00,D1004,使用IPA，無塵布清潔Particle,0.383,0.186,-0.197,0.0000,是
B1_DEVP_01_B1_DEVP_01#13-2_20260824000232,B1_DEVP_01#13-2,2026-08-24 23:00:00,2026-08-24 23:20:00,K24463,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.219,0.098,-0.121,0.0000,是
B1_COAT_02_B1_COAT_02#1-0_20260824000220,B1_COAT_02#1-0,2026-08-24 23:00:00,2026-08-24 23:20:00,K23791,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.393,0.373,-0.019,0.0000,是
B1_SCOP_02_B1_SCOP_02#PA_20260822050906,B1_SCOP_02#PA,2026-08-22 19:50:00,2026-08-22 20:06:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.264,,,N/A,N/A
B1_STEP_03_B1_STEP_03#PA_20260822050027,B1_STEP_03#PA,2026-08-22 20:05:00,2026-08-22 20:21:00,K21943,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.318,,,N/A,N/A
B1_SHTZ_01_B1_SHTZ_01#PA_20260822040720,B1_SHTZ_01#PA,2026-08-22 19:49:00,2026-08-22 20:10:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.382,,,N/A,N/A
B1_DEVP_03_B1_DEVP_03#13-1_20260822024729,B1_DEVP_03#13-1,2026-08-22 20:20:00,2026-08-22 20:31:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.498,,,N/A,N/A
B1_OVEN_03_B1_OVEN_03#OVEN2_20260822012937,B1_OVEN_03#OVEN2,2026-08-22 20:15:00,2026-08-22 20:31:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.223,,,N/A,N/A
B1_DEVP_03_B1_DEVP_03#12-2_20260822012349,B1_DEVP_03#12-2,2026-08-22 20:08:00,2026-08-22 20:19:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.68,,,N/A,N/A
B1_DEVP_03_B1_DEVP_03#13-2_20260822002811,B1_DEVP_03#13-2,2026-08-22 19:44:00,2026-08-22 20:03:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.411,,,N/A,N/A
B1_VOID_01_B1_VOID_01#LP_20260822000303,B1_VOID_01#LP,2026-08-24 14:50:00,2026-08-24 15:00:00,K22663,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0
",0.08,0.028,-0.052,0.0000,是
B1_RESZ_01_B1_RESZ_01#LP_20260822000258,B1_RESZ_01#LP,2026-08-24 15:00:00,2026-08-24 15:10:00,K22663,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0
",0.048,0.086,0.038,1.0000,否
B1_COAT_01_B1_COAT_01#LP2_20260822000237,B1_COAT_01#LP2,2026-08-22 19:44:00,2026-08-22 19:55:00,K21943,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.306,,,N/A,N/A
B1_COAT_04_B1_COAT_04#11-0_20260822000013,B1_COAT_04#11-0,2026-08-22 19:48:00,2026-08-22 20:09:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.271,,,N/A,N/A
B1_WFCL_01_B1_WFCL_01#TM_20260821190339,B1_WFCL_01#TM,2026-08-21 21:52:00,2026-08-22 22:16:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.222,,,N/A,N/A
B1_COAT_02_B1_COAT_02#13-2_20260821190021,B1_COAT_02#13-2,2026-08-21 20:50:00,2026-08-21 21:12:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.362,0.384,0.022,0.9817,否
B1_DEVP_03_B1_DEVP_03#11-0_20260821184900,B1_DEVP_03#11-0,2026-08-21 23:10:00,2026-08-21 23:26:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.557,0.522,-0.036,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-0_20260821171742,B1_DEVP_01#11-0,2026-08-21 21:20:00,2026-08-21 21:44:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.227,0.058,-0.169,0.0000,是
B1_COAT_04_B1_COAT_04#12-1_20260821170843,B1_COAT_04#12-1,2026-08-22 02:01:00,2026-08-22 02:15:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.442,0.248,-0.194,0.0000,是
B1_SCOP_02_B1_SCOP_02#ST_20260821170803,B1_SCOP_02#ST,2026-08-21 22:30:00,2026-08-21 22:45:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.153,0.064,-0.089,0.0000,是
B1_AGST_03_B1_AGST_03#ST_20260821170521,B1_AGST_03#ST,2026-08-21 20:48:00,2026-08-21 21:03:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.246,0.128,-0.118,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-2_20260821150016,B1_DEVP_01#11-2,2026-08-21 21:50:00,2026-08-21 22:15:00,K21123,"
使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.247,0.273,0.026,0.8355,否
B1_DEVP_03_B1_DEVP_03#11-1_20260821143551,B1_DEVP_03#11-1,2026-08-21 23:33:00,2026-08-21 23:43:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.241,0.05,-0.19,0.0000,是
B1_DEVP_04_B1_DEVP_04#13-2_20260821133929,B1_DEVP_04#13-2,2026-08-21 21:44:00,2026-08-21 21:59:00,K21943,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.262,0.076,-0.187,0.0000,是
B1_COAT_03_B1_COAT_03#13-1_20260821113258,B1_COAT_03#13-1,2026-08-22 02:15:00,2026-08-22 02:30:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.151,0.151,-0.001,0.4792,否
B1_ETCH_03_B1_ETCH_03#LP_20260821104102,B1_ETCH_03#LP,2026-08-22 21:00:00,2026-08-22 21:30:00,K21705,已使用無塵布清潔particle sensor周遭,0.467,,,N/A,N/A
B1_COAT_04_B1_COAT_04#13-2_20260821101031,B1_COAT_04#13-2,2026-08-22 01:03:00,2026-08-22 01:15:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.172,0.119,-0.052,0.0000,是
B1_THKZ_05_B1_THKZ_05#LP_20260821090905,B1_THKZ_05#LP,2026-08-21 10:00:00,2026-08-21 11:00:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.3,0.136,-0.164,0.0000,是
B1_DEVP_03_B1_DEVP_03#11-2_20260821084049,B1_DEVP_03#11-2,2026-08-21 23:50:00,2026-08-22 00:04:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.467,0.178,-0.289,0.0000,是
B1_AGST_01_B1_AGST_01#ST_20260821084003,B1_AGST_01#ST,2026-08-21 21:10:00,2026-08-21 21:26:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.493,0.445,-0.047,0.0000,是
B1_DBCL_01_B1_DBCL_01#LP_20260821082620,B1_DBCL_01#LP,2026-08-22 22:00:00,2026-08-22 22:30:00,K21705,已使用無塵布清潔particle sensor周遭,0.184,,,N/A,N/A
B1_STEP_04_B1_STEP_04#LP_20260821062802,B1_STEP_04#LP,2026-08-21 20:55:00,2026-08-21 21:05:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.091,0.043,-0.048,0.0000,是
B1_REFW_01_B1_REFW_01#LP_20260821060441,B1_REFW_01#LP,2026-08-21 21:31:00,2026-08-21 21:47:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.25,0.216,-0.034,0.0081,是
B1_DBCL_02_B1_DBCL_02#LP_20260821052308,B1_DBCL_02#LP,2026-08-22 22:30:00,2026-08-22 23:00:00,K21705,已使用無塵布清潔particle sensor周遭,0.18,,,N/A,N/A
B1_AGST_08_B1_AGST_08#PA_20260821034927,B1_AGST_08#PA,2026-08-21 20:33:00,2026-08-21 20:44:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.269,0.164,-0.105,0.0000,是
B1_OVEN_02_B1_OVEN_02#OVEN2_20260821032048,B1_OVEN_02#OVEN2,2026-08-21 21:02:00,2026-08-21 21:16:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.197,0.13,-0.067,0.0000,是
