EVENT_ID,PSN,MAINTENANCE_START,MAINTENANCE_END,MAINTENANCE_USER,MAINTENANCE_CONTENT,AVG_PI_BEFORE,AVG_PI_AFTER,DIFF,P_VALUE,SIGNIFICANT_DROP
B1_COAT_07_B1_COAT_07#13-1_20260818143000,B1_COAT_07#13-1,2026-08-18 23:00:00,2026-08-18 23:13:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.263,0.174,-0.089,0.0000,是
B1_COAT_01_B1_COAT_01#LP2_20260818140607,B1_COAT_01#LP2,2026-08-18 23:25:00,2026-08-18 23:46:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.264,0.216,-0.049,0.0001,是
B1_AGST_01_B1_AGST_01#PA_20260818122759,B1_AGST_01#PA,2026-08-18 20:50:00,2026-08-18 21:03:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.302,0.161,-0.141,0.0000,是
B1_COAT_04_B1_COAT_04#12-1_20260818111510,B1_COAT_04#12-1,2026-08-18 20:50:00,2026-08-18 21:14:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.5,0.529,0.03,0.9467,否
B1_WFCL_02_B1_WFCL_02#LP_20260818102346,B1_WFCL_02#LP,2026-08-18 22:23:00,2026-08-18 22:34:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.244,0.202,-0.042,0.0051,是
B1_PRRM_01_B1_PRRM_01#LP_20260818092909,B1_PRRM_01#LP,2026-08-18 13:00:00,2026-08-18 14:00:00,K21141,已使用無塵布清潔particle sensor周遭,0.475,0.4,-0.075,0.0000,是
B1_DBCL_01_B1_DBCL_01#LP_20260818052358,B1_DBCL_01#LP,2026-08-18 09:00:00,2026-08-18 10:00:00,K21141,已使用無塵布清潔particle周遭,0.693,0.515,-0.178,0.0000,是
B1_DEVP_02_B1_DEVP_02#11-2_20260818044320,B1_DEVP_02#11-2,2026-08-18 23:49:00,2026-08-19 00:06:00,K249001,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.321,0.356,0.035,0.9957,否
B1_SCOP_09_B1_SCOP_09#PA_20260818030116,B1_SCOP_09#PA,2026-08-18 20:30:00,2026-08-18 20:43:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.277,0.136,-0.14,0.0000,是
B1_SCOP_06_B1_SCOP_06#ST_20260818020341,B1_SCOP_06#ST,2026-08-18 21:13:00,2026-08-18 21:13:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.659,0.414,-0.245,0.0000,是
B1_COAT_04_B1_COAT_04#11-2_20260818000130,B1_COAT_04#11-2,2026-08-18 21:20:00,2026-08-18 21:43:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.267,0.093,-0.174,0.0000,是
B1_PRRM_03_B1_PRRM_03#LP_20260818000111,B1_PRRM_03#LP,2026-08-18 03:00:00,2026-08-18 04:00:00,B8903,已使用無塵布清潔particle sensor周遭,0.284,0.153,-0.131,0.0000,是
B1_DEVP_02_B1_DEVP_02#14-2_20260818000031,B1_DEVP_02#14-2,2026-08-19 00:10:00,2026-08-19 00:18:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.38,0.294,-0.086,0.0000,是
B1_RESZ_03_B1_RESZ_03#LP_20260817045153,B1_RESZ_03#LP,2026-08-17 07:30:00,2026-08-17 08:00:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.215,0.095,-0.119,0.0000,是
B1_RESZ_02_B1_RESZ_02#LP_20260817042552,B1_RESZ_02#LP,2026-08-17 07:30:00,2026-08-17 08:00:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.176,0.114,-0.062,0.0000,是
B1_SCOP_04_B1_SCOP_04#PA_20260817023450,B1_SCOP_04#PA,2026-08-17 20:50:00,2026-08-17 21:08:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.345,0.305,-0.041,0.0317,是
B1_OVEN_04_B1_OVEN_04#OVEN2_20260817014734,B1_OVEN_04#OVEN2,2026-08-18 00:45:00,2026-08-18 00:59:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.261,0.075,-0.186,0.0000,是
B1_AGST_09_B1_AGST_09#PA_20260817002933,B1_AGST_09#PA,2026-08-17 20:25:00,2026-08-17 20:38:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.452,0.097,-0.356,0.0000,是
B1_DEVP_02_B1_DEVP_02#12-1_20260817000207,B1_DEVP_02#12-1,2026-08-17 20:35:00,2026-08-17 20:46:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.251,0.11,-0.141,0.0000,是
B1_OVEN_01_B1_OVEN_01#OVEN1_20260816200406,B1_OVEN_01#OVEN1,2026-08-16 21:30:00,2026-08-16 21:50:00,C0684,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.594,0.696,0.102,0.9984,否
B1_DEVP_03_B1_DEVP_03#13-1_20260816190851,B1_DEVP_03#13-1,2026-08-16 21:30:00,2026-08-16 21:50:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.644,0.435,-0.209,0.0000,是
B1_COAT_07_B1_COAT_07#13-2_20260816184700,B1_COAT_07#13-2,2026-08-16 20:00:00,2026-08-16 20:20:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.871,0.788,-0.083,0.0000,是
B1_DBCL_01_B1_DBCL_01#LP_20260816184643,B1_DBCL_01#LP,2026-08-16 18:30:00,2026-08-16 19:10:00,K20306,已使用無塵布清潔PARTICLE SENSOR周遭,,0.592,,N/A,N/A
B1_DEVP_04_B1_DEVP_04#11-0_20260816184634,B1_DEVP_04#11-0,2026-08-16 20:00:00,2026-08-16 20:20:00,K24463,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.672,0.655,-0.017,0.0000,是
B1_COAT_06_B1_COAT_06#14-2_20260816184633,B1_COAT_06#14-2,2026-08-16 20:00:00,2026-08-16 20:20:00,K25080,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.801,0.359,-0.442,0.0000,是
B1_OVEN_04_B1_OVEN_04#OVEN1_20260816184625,B1_OVEN_04#OVEN1,2026-08-16 20:00:00,2026-08-16 20:20:00,C0684,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.804,0.399,-0.405,0.0000,是
B1_COAT_04_B1_COAT_04#12-1_20260816184212,B1_COAT_04#12-1,2026-08-16 20:30:00,2026-08-16 20:50:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.54,0.513,-0.027,0.0864,否
B1_STEP_02_B1_STEP_02#LP_20260816184206,B1_STEP_02#LP,2026-08-16 20:30:00,2026-08-16 20:50:00,K24463,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.097,0.056,-0.041,0.0184,是
B1_OVEN_03_B1_OVEN_03#OVEN2_20260816184158,B1_OVEN_03#OVEN2,2026-08-16 20:40:00,2026-08-16 21:00:00,K02447,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),1.0,0.171,-0.829,0.0000,是
B1_OVEN_03_B1_OVEN_03#OVEN1_20260816184158,B1_OVEN_03#OVEN1,2026-08-16 20:40:00,2026-08-16 21:00:00,C0684,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),1.0,0.228,-0.772,0.0000,是
B1_SCOP_05_B1_SCOP_05#PA_20260816183848,B1_SCOP_05#PA,2026-08-16 20:50:00,2026-08-16 21:10:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.399,0.322,-0.077,0.0000,是
B1_DSCM_01_B1_DSCM_01#LP_20260816183826,B1_DSCM_01#LP,2026-08-16 18:00:00,2026-08-16 18:15:00,K22663,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0
",,0.653,,N/A,N/A
B1_WFCL_01_B1_WFCL_01#TM_20260816183459,B1_WFCL_01#TM,2026-08-16 20:50:00,2026-08-16 21:10:00,K25981,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.465,0.191,-0.274,0.0000,是
B1_COAT_01_B1_COAT_01#LP1_20260816183456,B1_COAT_01#LP1,2026-08-16 21:10:00,2026-08-16 21:30:00,K22234,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.711,0.26,-0.451,0.0000,是
B1_COAT_04_B1_COAT_04#12-2_20260814154617,B1_COAT_04#12-2,2026-08-14 23:10:00,2026-08-14 23:15:00,K21943,機台已清潔,0.289,,,N/A,N/A
B1_AGST_02_B1_AGST_02#ST_20260814153915,B1_AGST_02#ST,2026-08-14 23:15:00,2026-08-14 23:20:00,K21943,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.268,,,N/A,N/A
B1_COAT_02_B1_COAT_02#11-2_20260814142757,B1_COAT_02#11-2,2026-08-14 23:20:00,2026-08-14 23:25:00,K21943,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.144,,,N/A,N/A
B1_RESZ_02_B1_RESZ_02#LP_20260814131826,B1_RESZ_02#LP,2026-08-14 18:00:00,2026-08-14 18:30:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.237,0.158,-0.078,0.0000,是
B1_COAT_06_B1_COAT_06#11-0_20260814124642,B1_COAT_06#11-0,2026-08-14 23:25:00,2026-08-14 23:30:00,K21943,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.48,,,N/A,N/A
B1_PRRM_03_B1_PRRM_03#LP_20260814115350,B1_PRRM_03#LP,2026-08-14 16:00:00,2026-08-14 17:00:00,K21141,已使用無塵布清潔PARTICLE周遭,0.183,0.355,0.172,1.0000,否
B1_RESZ_03_B1_RESZ_03#LP_20260814105336,B1_RESZ_03#LP,2026-08-14 18:00:00,2026-08-14 18:30:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.3,0.119,-0.18,0.0000,是
B1_COAT_07_B1_COAT_07#14-2_20260814095324,B1_COAT_07#14-2,2026-08-14 23:25:00,2026-08-14 23:35:00,K21943,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.514,,,N/A,N/A
B1_COAT_03_B1_COAT_03#13-1_20260814075332,B1_COAT_03#13-1,2026-08-14 23:50:00,2026-08-14 23:55:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.157,,,N/A,N/A
B1_DEVP_04_B1_DEVP_04#12-2_20260814071101,B1_DEVP_04#12-2,2026-08-14 19:56:00,2026-08-14 20:25:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.4,,,N/A,N/A
B1_DEVP_03_B1_DEVP_03#1-0_20260814054037,B1_DEVP_03#1-0,2026-08-14 21:15:00,2026-08-14 21:31:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.604,,,N/A,N/A
B1_PLAT_03_B1_PLAT_03#LP_20260814035521,B1_PLAT_03#LP,2026-08-14 08:00:00,2026-08-14 09:00:00,K21141,已使用無塵布清潔PARTICLE SENSOR周遭,0.63,0.798,0.168,1.0000,否
B1_DEVP_03_B1_DEVP_03#11-1_20260814021432,B1_DEVP_03#11-1,2026-08-14 21:35:00,2026-08-14 21:46:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.403,,,N/A,N/A
B1_DEVP_03_B1_DEVP_03#13-1_20260814014854,B1_DEVP_03#13-1,2026-08-14 22:05:00,2026-08-14 22:14:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.526,,,N/A,N/A
B1_DEVP_03_B1_DEVP_03#13-2_20260814013917,B1_DEVP_03#13-2,2026-08-14 21:00:00,2026-08-14 21:13:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.404,,,N/A,N/A
B1_SCOP_09_B1_SCOP_09#ST_20260814005646,B1_SCOP_09#ST,2026-08-14 22:55:00,2026-08-14 23:10:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.39,,,N/A,N/A
B1_COAT_04_B1_COAT_04#11-2_20260814000505,B1_COAT_04#11-2,2026-08-14 20:21:00,2026-08-14 20:33:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.247,,,N/A,N/A
B1_COAT_07_B1_COAT_07#12-2_20260814000242,B1_COAT_07#12-2,2026-08-14 21:19:00,2026-08-14 21:43:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.361,,,N/A,N/A
B1_COAT_07_B1_COAT_07#11-1_20260814000240,B1_COAT_07#11-1,2026-08-14 20:30:00,2026-08-14 20:45:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.513,,,N/A,N/A
B1_DEVP_03_B1_DEVP_03#14-2_20260814000205,B1_DEVP_03#14-2,2026-08-14 20:30:00,2026-08-14 20:30:00,K21123,"
使用酒精清潔機台，量測落塵：0.5um:0,5um:0
",0.622,,,N/A,N/A
B1_SHTZ_01_B1_SHTZ_01#PA_20260814000121,B1_SHTZ_01#PA,2026-08-14 20:00:00,2026-08-14 20:15:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.447,,,N/A,N/A
B1_AGST_01_B1_AGST_01#PA_20260814000115,B1_AGST_01#PA,2026-08-14 01:30:00,2026-08-14 01:40:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.259,0.129,-0.13,0.0000,是
B1_DEVP_03_B1_DEVP_03#14-1_20260813192613,B1_DEVP_03#14-1,2026-08-13 22:05:00,2026-08-13 22:15:00,K25080,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.172,0.489,0.317,1.0000,否
B1_AGST_11_B1_AGST_11#PA_20260813185429,B1_AGST_11#PA,2026-08-13 20:13:00,2026-08-13 20:23:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.237,0.263,0.026,0.8437,否
B1_DEVP_01_B1_DEVP_01#12-2_20260813184331,B1_DEVP_01#12-2,2026-08-13 22:16:00,2026-08-13 22:27:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.223,0.095,-0.128,0.0000,是
B1_SCOP_01_B1_SCOP_01#ST_20260813164137,B1_SCOP_01#ST,2026-08-13 22:00:00,2026-08-13 22:15:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.271,0.197,-0.074,0.0000,是
B1_WFCL_01_B1_WFCL_01#LP_20260813153116,B1_WFCL_01#LP,2026-08-13 21:00:00,2026-08-13 21:16:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.501,0.534,0.034,0.9996,否
B1_DEVP_03_B1_DEVP_03#11-0_20260813151918,B1_DEVP_03#11-0,2026-08-13 21:30:00,2026-08-13 21:45:00,K25080,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.566,0.676,0.109,1.0000,否
B1_COAT_04_B1_COAT_04#11-0_20260813151244,B1_COAT_04#11-0,2026-08-13 21:40:00,2026-08-13 21:55:00,K21943,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.362,0.107,-0.255,0.0000,是
B1_SCOP_08_B1_SCOP_08#PA_20260813150652,B1_SCOP_08#PA,2026-08-13 22:20:00,2026-08-13 22:35:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.23,0.146,-0.084,0.0000,是
B1_COAT_05_B1_COAT_05#13-1_20260813133708,B1_COAT_05#13-1,2026-08-13 21:55:00,2026-08-13 22:10:00,K21943,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.59,0.623,0.034,0.9813,否
B1_DEVP_01_B1_DEVP_01#11-2_20260813130303,B1_DEVP_01#11-2,2026-08-13 22:30:00,2026-08-13 22:42:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.199,0.115,-0.084,0.0000,是
B1_STEP_01_B1_STEP_01#ST_20260813130300,B1_STEP_01#ST,2026-08-13 21:02:00,2026-08-13 21:18:00,K00283,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.359,0.074,-0.284,0.0000,是
B1_DEVP_03_B1_DEVP_03#12-2_20260813124450,B1_DEVP_03#12-2,2026-08-13 21:50:00,2026-08-13 22:01:00,K25080,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.429,0.294,-0.135,0.0000,是
B1_COAT_03_B1_COAT_03#1-0_20260813114604,B1_COAT_03#1-0,2026-08-13 02:13:00,2026-08-13 21:23:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",,0.076,,N/A,N/A
B1_SCOP_05_B1_SCOP_05#ST_20260813114351,B1_SCOP_05#ST,2026-08-13 20:45:00,2026-08-13 20:56:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.677,0.534,-0.143,0.0000,是
B1_ETCH_07_B1_ETCH_07#LP_20260813111456,B1_ETCH_07#LP,2026-08-13 21:30:00,2026-08-13 22:00:00,K21705,使用IPA，無塵布清潔Particle,0.656,0.148,-0.508,0.0000,是
B1_COAT_06_B1_COAT_06#14-2_20260813101519,B1_COAT_06#14-2,2026-08-13 22:23:00,2026-08-13 22:33:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.415,0.289,-0.126,0.0000,是
B1_STEP_03_B1_STEP_03#LP_20260813101414,B1_STEP_03#LP,2026-08-13 22:00:00,2026-08-13 22:15:00,K24901,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.165,0.175,0.01,0.9229,否
B1_ETCH_04_B1_ETCH_04#LP_20260813101359,B1_ETCH_04#LP,2026-08-13 21:00:00,2026-08-13 21:30:00,K21705,使用IPA，無塵布清潔Particle,0.204,0.046,-0.158,0.0000,是
