EVENT_ID,PSN,MAINTENANCE_START,MAINTENANCE_END,MAINTENANCE_USER,MAINTENANCE_CONTENT,AVG_PI_BEFORE,AVG_PI_AFTER,DIFF,P_VALUE,SIGNIFICANT_DROP
B1_STEP_02_B1_STEP_02#LP_20260811034333,B1_STEP_02#LP,2026-08-11 20:30:00,2026-08-11 20:50:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.276,,,N/A,N/A
B1_WFCL_01_B1_WFCL_01#LP_20260811033943,B1_WFCL_01#LP,2026-08-11 20:00:00,2026-08-11 20:20:00,C0684,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.554,,,N/A,N/A
B1_DEVP_01_B1_DEVP_01#14-1_20260811033940,B1_DEVP_01#14-1,2026-08-11 20:30:00,2026-08-11 20:50:00,K25080,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.548,,,N/A,N/A
B1_COAT_06_B1_COAT_06#11-0_20260811033807,B1_COAT_06#11-0,2026-08-11 20:30:00,2026-08-11 20:50:00,K24463,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.548,,,N/A,N/A
B1_DEVP_04_B1_DEVP_04#14-1_20260811033156,B1_DEVP_04#14-1,2026-08-11 01:30:00,2026-08-11 01:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.229,0.301,0.072,1.0000,否
B1_COAT_07_B1_COAT_07#14-1_20260811033141,B1_COAT_07#14-1,2026-08-11 00:30:00,2026-08-11 01:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.203,0.204,0.001,0.5116,否
B1_COAT_07_B1_COAT_07#13-1_20260811033140,B1_COAT_07#13-1,2026-08-11 00:30:00,2026-08-11 01:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.215,0.496,0.281,1.0000,否
B1_COAT_07_B1_COAT_07#12-2_20260811033139,B1_COAT_07#12-2,2026-08-11 00:30:00,2026-08-11 01:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.158,0.287,0.129,1.0000,否
B1_AGST_08_B1_AGST_08#PA_20260811033123,B1_AGST_08#PA,2026-08-11 00:30:00,2026-08-11 00:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.488,0.206,-0.281,0.0000,是
B1_SCOP_05_B1_SCOP_05#ST_20260811033041,B1_SCOP_05#ST,2026-08-11 00:30:00,2026-08-11 00:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.368,0.548,0.18,1.0000,否
B1_AGST_11_B1_AGST_11#PA_20260810140155,B1_AGST_11#PA,2026-08-10 20:00:00,2026-08-10 20:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.233,0.121,-0.112,0.0000,是
B1_COAT_02_B1_COAT_02#14-2_20260810140026,B1_COAT_02#14-2,2026-08-10 20:00:00,2026-08-10 20:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.143,0.12,-0.023,0.0338,是
B1_STEP_04_B1_STEP_04#PA_20260810125621,B1_STEP_04#PA,2026-08-10 20:00:00,2026-08-10 20:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.136,0.073,-0.063,0.0000,是
B1_ETCH_01_B1_ETCH_01#LP_20260810125147,B1_ETCH_01#LP,2026-08-11 20:20:00,2026-08-11 20:30:00,D1004,使用IPA，無塵布清潔Particle,0.239,,,N/A,N/A
B1_DEVP_04_B1_DEVP_04#13-1_20260810124340,B1_DEVP_04#13-1,2026-08-10 20:00:00,2026-08-10 20:20:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.328,0.066,-0.262,0.0000,是
B1_COAT_03_B1_COAT_03#11-2_20260810124128,B1_COAT_03#11-2,2026-08-10 21:00:00,2026-08-10 21:20:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.227,0.048,-0.179,0.0000,是
B1_COAT_02_B1_COAT_02#13-1_20260810115636,B1_COAT_02#13-1,2026-08-10 21:00:00,2026-08-10 21:20:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.107,0.048,-0.059,0.0000,是
B1_DEVP_02_B1_DEVP_02#13-2_20260810115630,B1_DEVP_02#13-2,2026-08-10 20:30:00,2026-08-10 20:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.219,0.108,-0.111,0.0000,是
B1_SCOP_09_B1_SCOP_09#ST_20260810115426,B1_SCOP_09#ST,2026-08-10 20:00:00,2026-08-10 20:10:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.373,0.417,0.044,0.9991,否
B1_PLAT_03_B1_PLAT_03#LP_20260810093301,B1_PLAT_03#LP,2026-08-11 20:40:00,2026-08-11 20:50:00,D1004,使用IPA，無塵布清潔Particle,0.368,,,N/A,N/A
B1_SCOP_02_B1_SCOP_02#ST_20260810092844,B1_SCOP_02#ST,2026-08-10 20:00:00,2026-08-10 20:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.145,0.053,-0.093,0.0000,是
B1_COAT_06_B1_COAT_06#13-1_20260810084749,B1_COAT_06#13-1,2026-08-10 22:30:00,2026-08-10 22:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.257,0.077,-0.181,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-2_20260810065145,B1_DEVP_01#11-2,2026-08-10 23:30:00,2026-08-10 23:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.232,0.265,0.033,0.9739,否
B1_DBCL_01_B1_DBCL_01#LP_20260810054022,B1_DBCL_01#LP,2026-08-11 20:50:00,2026-08-11 21:00:00,D1004,使用IPA，無塵布清潔Particle,0.665,,,N/A,N/A
B1_SHTZ_01_B1_SHTZ_01#PA_20260810042514,B1_SHTZ_01#PA,2026-08-10 21:30:00,2026-08-10 22:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.389,0.315,-0.073,0.0000,是
B1_COAT_07_B1_COAT_07#13-2_20260810032601,B1_COAT_07#13-2,2026-08-10 22:30:00,2026-08-10 22:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.229,0.845,0.615,1.0000,否
B1_OVEN_02_B1_OVEN_02#OVEN2_20260810004808,B1_OVEN_02#OVEN2,2026-08-10 21:30:00,2026-08-10 21:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.341,0.528,0.187,1.0000,否
B1_OVEN_01_B1_OVEN_01#OVEN1_20260810000248,B1_OVEN_01#OVEN1,2026-08-10 22:30:00,2026-08-10 22:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.492,0.54,0.048,0.9998,否
B1_COAT_05_B1_COAT_05#13-2_20260810000041,B1_COAT_05#13-2,2026-08-10 21:30:00,2026-08-10 21:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.143,0.043,-0.101,0.0000,是
B1_PRRM_05_B1_PRRM_05#LP_20260809232241,B1_PRRM_05#LP,2026-08-10 03:00:00,2026-08-10 03:30:00,K21705,使用IPA，無塵布清潔Particle,0.29,0.1,-0.19,0.0000,是
B1_COAT_05_B1_COAT_05#11-0_20260809224707,B1_COAT_05#11-0,2026-08-10 01:10:00,2026-08-10 01:20:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0
",0.316,0.38,0.063,0.9984,否
B1_DEVP_04_B1_DEVP_04#12-2_20260809224141,B1_DEVP_04#12-2,2026-08-09 23:20:00,2026-08-09 23:40:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0
",0.3,0.294,-0.006,0.3412,否
B1_OVEN_04_B1_OVEN_04#OVEN2_20260809214712,B1_OVEN_04#OVEN2,2026-08-09 22:15:00,2026-08-09 22:30:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0
",0.051,0.084,0.033,1.0000,否
B1_STEP_03_B1_STEP_03#LP_20260809212352,B1_STEP_03#LP,2026-08-09 21:00:00,2026-08-09 21:20:00,K00283,用IPA+無塵布清潔Paticle sensor周圍,0.181,0.23,0.049,1.0000,否
B1_COAT_05_B1_COAT_05#11-2_20260809194505,B1_COAT_05#11-2,2026-08-09 21:30:00,2026-08-09 21:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.202,0.245,0.043,0.9998,否
B1_STEP_02_B1_STEP_02#PA_20260809192542,B1_STEP_02#PA,2026-08-09 21:50:00,2026-08-09 22:00:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.517,0.524,0.007,0.7714,否
B1_DEVP_03_B1_DEVP_03#14-1_20260809151711,B1_DEVP_03#14-1,2026-08-09 21:00:00,2026-08-09 21:20:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.564,0.596,0.032,0.9860,否
B1_SHTZ_01_B1_SHTZ_01#ST_20260809134021,B1_SHTZ_01#ST,2026-08-10 00:00:00,2026-08-10 00:10:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.209,0.108,-0.101,0.0000,是
B1_COAT_05_B1_COAT_05#11-1_20260809133743,B1_COAT_05#11-1,2026-08-09 21:50:00,2026-08-09 22:20:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.217,0.186,-0.031,0.0120,是
B1_SCOP_01_B1_SCOP_01#ST_20260809131747,B1_SCOP_01#ST,2026-08-09 21:00:00,2026-08-09 21:20:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.233,0.159,-0.073,0.0000,是
B1_DEVP_01_B1_DEVP_01#12-1_20260809113901,B1_DEVP_01#12-1,2026-08-10 00:00:00,2026-08-10 00:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.148,0.063,-0.085,0.0000,是
B1_DEVP_01_B1_DEVP_01#11-1_20260809113900,B1_DEVP_01#11-1,2026-08-10 00:00:00,2026-08-10 00:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.168,0.132,-0.036,0.0000,是
B1_DEVP_04_B1_DEVP_04#11-0_20260809112753,B1_DEVP_04#11-0,2026-08-10 00:00:00,2026-08-10 00:10:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.652,0.71,0.058,1.0000,否
B1_DEVP_02_B1_DEVP_02#11-2_20260809110623,B1_DEVP_02#11-2,2026-08-09 22:00:00,2026-08-09 22:20:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.24,0.221,-0.018,0.0670,否
B1_PRRM_02_B1_PRRM_02#LP_20260809094506,B1_PRRM_02#LP,2026-08-09 23:00:00,2026-08-09 23:30:00,K21705,使用IPA，無塵布清潔Particle,0.137,0.065,-0.072,0.0000,是
B1_COAT_05_B1_COAT_05#13-1_20260809081004,B1_COAT_05#13-1,2026-08-09 22:00:00,2026-08-09 22:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.534,0.513,-0.021,0.0418,是
B1_COAT_02_B1_COAT_02#12-2_20260809080904,B1_COAT_02#12-2,2026-08-09 22:00:00,2026-08-09 23:00:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍

",0.149,0.106,-0.043,0.0002,是
B1_STEP_02_B1_STEP_02#LP_20260809071229,B1_STEP_02#LP,2026-08-09 22:00:00,2026-08-09 22:20:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.251,0.095,-0.156,0.0000,是
B1_OVEN_03_B1_OVEN_03#OVEN2_20260809061145,B1_OVEN_03#OVEN2,2026-08-09 22:00:00,2026-08-09 22:20:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.276,0.279,0.003,0.5605,否
B1_DEVP_01_B1_DEVP_01#11-0_20260809040954,B1_DEVP_01#11-0,2026-08-09 22:30:00,2026-08-09 22:50:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.158,0.035,-0.123,0.0000,是
B1_SCOP_06_B1_SCOP_06#ST_20260809031337,B1_SCOP_06#ST,2026-08-09 22:00:00,2026-08-09 22:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.456,0.34,-0.116,0.0000,是
B1_AGST_02_B1_AGST_02#ST_20260809031233,B1_AGST_02#ST,2026-08-09 22:00:00,2026-08-09 22:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.254,0.056,-0.199,0.0000,是
B1_COAT_06_B1_COAT_06#11-0_20260809014926,B1_COAT_06#11-0,2026-08-09 22:00:00,2026-08-09 22:20:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.273,0.452,0.178,1.0000,否
B1_SPUT_05_B1_SPUT_05#LP_20260809003533,B1_SPUT_05#LP,2026-08-09 08:00:00,2026-08-09 08:30:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.341,0.25,-0.092,0.0000,是
B1_COAT_01_B1_COAT_01#LP1_20260809000237,B1_COAT_01#LP1,2026-08-09 21:00:00,2026-08-09 21:10:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.118,0.058,-0.06,0.0000,是
B1_DEVP_01_B1_DEVP_01#13-2_20260809000236,B1_DEVP_01#13-2,2026-08-09 21:00:00,2026-08-09 21:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.17,0.139,-0.031,0.0136,是
B1_STEP_04_B1_STEP_04#PA_20260809000106,B1_STEP_04#PA,2026-08-09 21:00:00,2026-08-09 21:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.129,0.135,0.006,0.6988,否
B1_STEP_04_B1_STEP_04#LP_20260809000104,B1_STEP_04#LP,2026-08-09 21:00:00,2026-08-09 21:30:00,K00283,"用IPA+無塵布清潔Paticle sensor周圍
",0.146,0.08,-0.065,0.0000,是
B1_SCOP_05_B1_SCOP_05#PA_20260808200100,B1_SCOP_05#PA,2026-08-08 23:20:00,2026-08-08 23:40:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.337,0.355,0.017,0.9891,否
B1_DBCL_02_B1_DBCL_02#LP_20260808190802,B1_DBCL_02#LP,2026-08-09 22:30:00,2026-08-09 23:00:00,K21705,使用IPA，無塵布清潔Particle,0.295,0.024,-0.27,0.0000,是
B1_AGST_08_B1_AGST_08#PA_20260808185748,B1_AGST_08#PA,2026-08-08 22:40:00,2026-08-08 23:00:00,K25981,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.317,0.155,-0.162,0.0000,是
B1_COAT_07_B1_COAT_07#14-2_20260808165358,B1_COAT_07#14-2,2026-08-08 20:00:00,2026-08-08 20:20:00,K21152,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.466,0.395,-0.071,0.0000,是
B1_WFCL_02_B1_WFCL_02#LP_20260808164943,B1_WFCL_02#LP,2026-08-08 20:00:00,2026-08-08 20:20:00,K24463,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.195,0.144,-0.05,0.0002,是
B1_OVEN_04_B1_OVEN_04#OVEN1_20260808112139,B1_OVEN_04#OVEN1,2026-08-08 20:10:00,2026-08-08 20:30:00,C0684,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.547,0.47,-0.077,0.0000,是
B1_COAT_07_B1_COAT_07#13-2_20260808110443,B1_COAT_07#13-2,2026-08-08 20:10:00,2026-08-08 20:30:00,K25080,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.171,0.126,-0.045,0.0002,是
B1_SCOP_05_B1_SCOP_05#ST_20260808110157,B1_SCOP_05#ST,2026-08-08 20:00:00,2026-08-08 20:20:00,K21836,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.458,0.523,0.066,1.0000,否
B1_COAT_05_B1_COAT_05#11-1_20260808100835,B1_COAT_05#11-1,2026-08-08 20:20:00,2026-08-08 20:40:00,K25080,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.248,0.219,-0.029,0.0159,是
B1_SCOP_03_B1_SCOP_03#ST_20260808090155,B1_SCOP_03#ST,2026-08-08 20:00:00,2026-08-08 20:20:00,K25981,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.236,0.131,-0.105,0.0000,是
B1_DBCL_01_B1_DBCL_01#LP_20260808081835,B1_DBCL_01#LP,2026-08-09 22:00:00,2026-08-09 22:30:00,K21705,使用IPA，無塵布清潔Particle,0.608,0.685,0.076,1.0000,否
B1_OVEN_04_B1_OVEN_04#OVEN2_20260808080532,B1_OVEN_04#OVEN2,2026-08-08 20:40:00,2026-08-08 21:00:00,C0684,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.247,0.043,-0.205,0.0000,是
B1_COAT_07_B1_COAT_07#12-1_20260808070429,B1_COAT_07#12-1,2026-08-08 20:40:00,2026-08-08 21:00:00,K21152,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.429,0.284,-0.145,0.0000,是
B1_STEP_02_B1_STEP_02#PA_20260808051432,B1_STEP_02#PA,2026-08-08 20:00:00,2026-08-08 20:20:00,K02447,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.496,0.488,-0.008,0.2129,否
B1_DEVP_03_B1_DEVP_03#11-2_20260808040432,B1_DEVP_03#11-2,2026-08-08 20:10:00,2026-08-08 20:30:00,K22234,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.382,0.243,-0.139,0.0000,是
B1_SCOP_07_B1_SCOP_07#ST_20260808032006,B1_SCOP_07#ST,2026-08-08 21:50:00,2026-08-08 22:00:00,K21836,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.285,0.095,-0.19,0.0000,是
B1_BPHI_01_B1_BPHI_01#ST_20260808025952,B1_BPHI_01#ST,2026-08-08 22:10:00,2026-08-08 22:30:00,K25981,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.264,0.198,-0.066,0.0000,是
B1_BPHI_02_B1_BPHI_02#PA_20260808025015,B1_BPHI_02#PA,2026-08-08 22:20:00,2026-08-08 22:40:00,K21836,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.32,0.413,0.092,1.0000,否
B1_SCOP_04_B1_SCOP_04#ST_20260808014324,B1_SCOP_04#ST,2026-08-08 22:20:00,2026-08-08 22:30:00,K22234,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.122,0.073,-0.049,0.0000,是
B1_COAT_03_B1_COAT_03#11-0_20260808005106,B1_COAT_03#11-0,2026-08-08 22:30:00,2026-08-08 22:50:00,K24463,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.197,0.122,-0.075,0.0000,是
B1_DEVP_03_B1_DEVP_03#12-2_20260808000118,B1_DEVP_03#12-2,2026-08-08 21:00:00,2026-08-08 21:20:00,k24463,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.486,0.265,-0.221,0.0000,是
B1_DEVP_03_B1_DEVP_03#12-1_20260808000117,B1_DEVP_03#12-1,2026-08-08 21:20:00,2026-08-08 21:40:00,K25080,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.134,0.15,0.016,0.9433,否
B1_DEVP_01_B1_DEVP_01#14-2_20260808000023,B1_DEVP_01#14-2,2026-08-08 21:20:00,2026-08-08 21:40:00,K21152,"使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea)
",0.204,0.06,-0.144,0.0000,是
B1_RESZ_03_B1_RESZ_03#LP_20260807200357,B1_RESZ_03#LP,2026-08-07 23:30:00,2026-08-08 00:00:00,K20485,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.202,0.241,0.039,0.9816,否
B1_SHTZ_01_B1_SHTZ_01#PA_20260807181905,B1_SHTZ_01#PA,2026-08-07 20:00:00,2026-08-07 20:20:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.312,0.298,-0.014,0.1246,否
B1_SCOP_06_B1_SCOP_06#PA_20260807181652,B1_SCOP_06#PA,2026-08-07 20:00:00,2026-08-07 20:20:00,K25981,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.24,0.217,-0.023,0.0530,否
B1_COAT_06_B1_COAT_06#13-1_20260807174536,B1_COAT_06#13-1,2026-08-07 20:20:00,2026-08-07 20:40:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.193,0.12,-0.073,0.0000,是
B1_DEVP_02_B1_DEVP_02#11-1_20260807155818,B1_DEVP_02#11-1,2026-08-07 20:30:00,2026-08-07 20:50:00,K24463,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.403,0.581,0.178,1.0000,否
B1_COAT_03_B1_COAT_03#13-1_20260807144134,B1_COAT_03#13-1,2026-08-07 20:30:00,2026-08-07 20:50:00,K25080,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.12,0.201,0.081,1.0000,否
B1_SCOP_02_B1_SCOP_02#PA_20260807142910,B1_SCOP_02#PA,2026-08-07 21:00:00,2026-08-07 21:20:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.192,0.136,-0.055,0.0000,是
B1_REFW_01_B1_REFW_01#LP_20260807130319,B1_REFW_01#LP,2026-08-07 21:30:00,2026-08-07 21:50:00,K25981,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.265,0.226,-0.04,0.0022,是
B1_COAT_04_B1_COAT_04#13-2_20260807115604,B1_COAT_04#13-2,2026-08-07 21:30:00,2026-08-07 21:50:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.231,0.154,-0.077,0.0000,是
B1_SHTZ_01_B1_SHTZ_01#ST_20260807100714,B1_SHTZ_01#ST,2026-08-07 21:07:00,2026-08-07 21:37:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.193,0.124,-0.068,0.0000,是
B1_AGST_11_B1_AGST_11#PA_20260807084837,B1_AGST_11#PA,2026-08-07 21:30:00,2026-08-07 21:50:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.225,0.481,0.255,1.0000,否
