EVENT_ID,PSN,MAINTENANCE_START,MAINTENANCE_END,MAINTENANCE_USER,MAINTENANCE_CONTENT,AVG_PI_BEFORE,AVG_PI_AFTER,DIFF,P_VALUE,SIGNIFICANT_DROP
B1_THKZ_05_B1_THKZ_05#LP_20260830202432,B1_THKZ_05#LP,2026-08-31 01:45:00,2026-08-31 02:15:00,K24766,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.296,0.287,-0.009,0.3293,否
B1_SCOP_06_B1_SCOP_06#ST_20260830183739,B1_SCOP_06#ST,2026-08-30 20:10:00,2026-08-30 20:30:00,K00283,使用酒精無塵布清潔ST,0.302,0.354,0.052,0.9999,否
B1_RESZ_03_B1_RESZ_03#LP_20260830181233,B1_RESZ_03#LP,2026-08-31 22:00:00,2026-08-31 22:30:00,K24766,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.227,0.21,-0.017,0.1149,否
B1_COAT_04_B1_COAT_04#11-1_20260830174658,B1_COAT_04#11-1,2026-08-30 20:10:00,2026-08-30 21:10:00,K00283,使用酒精無塵布清潔11-1,0.13,0.086,-0.044,0.0000,是
B1_COAT_04_B1_COAT_04#13-2_20260830174046,B1_COAT_04#13-2,2026-08-30 20:10:00,2026-08-30 21:10:00,K00283,使用酒精無塵布清潔13-2,0.173,0.155,-0.019,0.0552,否
B1_STEP_02_B1_STEP_02#LP_20260830160631,B1_STEP_02#LP,2026-08-30 20:10:00,2026-08-30 21:10:00,K00283,使用酒精無塵布清潔LP,0.303,0.17,-0.134,0.0000,是
B1_DEVP_01_B1_DEVP_01#13-2_20260830140820,B1_DEVP_01#13-2,2026-08-30 20:10:00,2026-08-30 21:10:00,K00283,使用酒精無塵布清潔13-2,0.168,0.106,-0.062,0.0000,是
B1_DECM_03_B1_DECM_03#LP_20260830120455,B1_DECM_03#LP,2026-08-30 16:00:00,2026-08-30 16:30:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.179,0.068,-0.112,0.0000,是
B1_OVEN_04_B1_OVEN_04#OVEN1_20260830120301,B1_OVEN_04#OVEN1,2026-08-30 22:00:00,2026-08-30 22:50:00,K00283,使用酒精無塵布清潔OVEN1,0.419,0.28,-0.14,0.0000,是
B1_COAT_04_B1_COAT_04#14-2_20260830120212,B1_COAT_04#14-2,2026-08-30 22:00:00,2026-08-30 22:50:00,K00283,使用酒精無塵布清潔14-2,0.182,0.166,-0.016,0.0613,否
B1_SCOP_07_B1_SCOP_07#ST_20260830104416,B1_SCOP_07#ST,2026-08-30 22:00:00,2026-08-30 22:20:00,K00283,使用酒精無塵布清潔ST,0.238,0.164,-0.075,0.0000,是
B1_DEVP_03_B1_DEVP_03#13-2_20260830101201,B1_DEVP_03#13-2,2026-08-30 22:00:00,2026-08-30 22:40:00,K00283,使用酒精無塵布清潔13-2,0.424,0.393,-0.031,0.0027,是
B1_SCOP_09_B1_SCOP_09#ST_20260830095317,B1_SCOP_09#ST,2026-08-30 22:00:00,2026-08-30 22:30:00,K00283,使用酒精無塵布清潔ST,0.323,0.132,-0.191,0.0000,是
B1_DEVP_03_B1_DEVP_03#11-2_20260830091849,B1_DEVP_03#11-2,2026-08-30 21:10:00,2026-08-30 21:50:00,K00283,使用酒精無塵布清潔11-2,0.285,0.364,0.078,1.0000,否
B1_REFW_01_B1_REFW_01#LP_20260830090216,B1_REFW_01#LP,2026-08-30 21:10:00,2026-08-30 21:30:00,K00283,使用酒精無塵布清潔LP,0.346,0.124,-0.222,0.0000,是
B1_BPHI_02_B1_BPHI_02#ST_20260830071903,B1_BPHI_02#ST,2026-08-30 20:10:00,2026-08-30 21:10:00,K00283,使用酒精無塵布清潔ST,0.195,0.115,-0.08,0.0000,是
B1_STEP_01_B1_STEP_01#ST_20260830063147,B1_STEP_01#ST,2026-08-30 20:10:00,2026-08-30 21:10:00,K00283,使用酒精無塵布清潔ST,0.165,0.222,0.057,1.0000,否
B1_COAT_07_B1_COAT_07#14-2_20260830045615,B1_COAT_07#14-2,2026-08-30 20:10:00,2026-08-30 21:10:00,K00283,使用酒精無塵布清潔14-2,0.465,0.419,-0.046,0.0000,是
B1_WFCL_02_B1_WFCL_02#LP_20260830033041,B1_WFCL_02#LP,2026-08-30 20:10:00,2026-08-30 21:10:00,K00283,使用酒精無塵布清潔LP,0.156,0.132,-0.024,0.0163,是
B1_PRRM_01_B1_PRRM_01#LP_20260830025610,B1_PRRM_01#LP,2026-08-31 19:45:00,2026-08-31 20:00:00,D1004,使用IPA，無塵布清潔Particle,0.361,0.361,0.001,0.6209,否
B1_STEP_01_B1_STEP_01#PA_20260830025235,B1_STEP_01#PA,2026-08-30 20:10:00,2026-08-30 21:10:00,K00283,使用酒精無塵布清潔PA,0.218,0.257,0.04,0.9949,否
B1_DEVP_03_B1_DEVP_03#13-1_20260830024107,B1_DEVP_03#13-1,2026-08-30 21:10:00,2026-08-30 21:30:00,K00283,使用酒精無塵布清潔13-1,0.39,0.414,0.024,0.9999,否
B1_AGST_03_B1_AGST_03#PA_20260830010334,B1_AGST_03#PA,2026-08-30 20:01:00,2026-08-30 20:15:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.511,0.617,0.106,1.0000,否
B1_SCOP_02_B1_SCOP_02#ST_20260830000017,B1_SCOP_02#ST,2026-08-30 20:01:00,2026-08-30 20:51:00,K00283,使用酒精無塵布清潔ST,0.118,0.047,-0.07,0.0000,是
B1_STEP_03_B1_STEP_03#LP_20260829181920,B1_STEP_03#LP,2026-08-29 20:50:00,2026-08-29 21:13:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.227,0.193,-0.034,0.0001,是
B1_AGST_01_B1_AGST_01#PA_20260829181538,B1_AGST_01#PA,2026-08-29 20:32:00,2026-08-29 20:47:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.138,0.306,0.167,1.0000,否
B1_THKZ_05_B1_THKZ_05#LP_20260829171056,B1_THKZ_05#LP,2026-08-29 19:30:00,2026-08-29 20:00:00,K25353,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: particle measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.195,0.184,-0.011,0.2289,否
B1_OVEN_04_B1_OVEN_04#OVEN2_20260829160207,B1_OVEN_04#OVEN2,2026-08-29 21:10:00,2026-08-29 21:16:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.087,0.163,0.076,1.0000,否
B1_COAT_04_B1_COAT_04#12-1_20260829135900,B1_COAT_04#12-1,2026-08-29 20:50:00,2026-08-29 21:08:00,K21979,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.348,0.437,0.089,1.0000,否
B1_COAT_07_B1_COAT_07#13-1_20260829135331,B1_COAT_07#13-1,2026-08-21 21:40:00,2026-08-29 21:56:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",,0.161,,N/A,N/A
B1_OVEN_01_B1_OVEN_01#OVEN1_20260829134523,B1_OVEN_01#OVEN1,2026-08-29 21:20:00,2026-08-29 21:39:00,K00869,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.479,0.485,0.006,0.7043,否
B1_DEVP_02_B1_DEVP_02#11-1_20260829132625,B1_DEVP_02#11-1,2026-08-29 21:05:00,2026-08-29 21:20:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.402,0.384,-0.018,0.0000,是
B1_SCOP_06_B1_SCOP_06#ST_20260829131215,B1_SCOP_06#ST,2026-08-29 21:20:00,2026-08-29 21:36:00,K05632,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.209,0.355,0.146,1.0000,否
B1_ETCH_04_B1_ETCH_04#LP_20260829103652,B1_ETCH_04#LP,2026-08-31 20:00:00,2026-08-31 20:15:00,D1004,使用IPA，無塵布清潔Particle,0.075,0.087,0.012,0.9568,否
B1_DEVP_03_B1_DEVP_03#11-0_20260829100859,B1_DEVP_03#11-0,2026-08-29 22:09:00,2026-08-29 22:21:00,K21123,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.542,0.512,-0.03,0.0000,是
B1_AGST_08_B1_AGST_08#PA_20260829093717,B1_AGST_08#PA,2026-08-29 20:56:00,2026-08-29 21:13:00,K23570,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.331,0.169,-0.162,0.0000,是
B1_DECM_03_B1_DECM_03#LP_20260829043138,B1_DECM_03#LP,2026-08-29 07:30:00,2026-08-29 08:00:00,K22818,"Clean item : IPA clean and removed sensor, inverted it for 5min
tools: partical measure tools AERO TRAK 9030-01   S/N:93032542012
measure value
0.3μm:0
0.5μm:0
5.0μm:0",0.185,0.106,-0.079,0.0000,是
B1_COAT_04_B1_COAT_04#13-2_20260829021108,B1_COAT_04#13-2,2026-08-29 20:39:00,2026-08-29 20:48:00,K21979,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.235,0.189,-0.046,0.0003,是
B1_DEVP_03_B1_DEVP_03#12-1_20260829000302,B1_DEVP_03#12-1,2026-08-29 23:15:00,2026-08-29 23:26:00,K26775,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.234,0.211,-0.022,0.0526,否
B1_COAT_07_B1_COAT_07#12-1_20260829000032,B1_COAT_07#12-1,2026-08-29 21:47:00,2026-08-29 21:59:00,K21943,"使用酒精清潔機台，量測落塵：0.5um:0,5um:0",0.653,0.565,-0.087,0.0000,是
B1_COAT_07_B1_COAT_07#14-2_20260828194047,B1_COAT_07#14-2,2026-08-28 23:30:00,2026-08-28 23:50:00,K24463,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.469,0.435,-0.034,0.0005,是
B1_COAT_07_B1_COAT_07#11-1_20260828181000,B1_COAT_07#11-1,2026-08-28 20:00:00,2026-08-28 20:20:00,K21152,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.453,0.418,-0.035,0.0000,是
B1_PRRM_02_B1_PRRM_02#LP_20260828173731,B1_PRRM_02#LP,2026-08-31 22:30:00,2026-08-31 22:45:00,D1004,使用IPA，無塵布清潔Particle,0.059,0.174,0.115,1.0000,否
B1_DEVP_02_B1_DEVP_02#11-0_20260828162803,B1_DEVP_02#11-0,2026-08-28 20:00:00,2026-08-28 20:20:00,K24463,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.544,0.594,0.05,1.0000,否
B1_SCOP_03_B1_SCOP_03#ST_20260828161009,B1_SCOP_03#ST,2026-08-28 20:00:00,2026-08-28 20:20:00,K21836,使用酒精，無塵布清潔Particle，手持Particle tool 量測機台內Particle， (0.3um 0ea)  (0.5um 0ea)  (5.0um 0ea),0.28,0.25,-0.03,0.0500,否
