Machine_ID,Avg_OOC_Rate,LOT_Count,Particle_yield_loss_Mean,Particle_loss_Qty,Total_Die_Qty,Move_Count,Lot_count,OOB_Score,QTY_Score,Loss_Score,Weighted_Risk_index
B1_ETCH_03,12.7644,41,0.0045,16,9954,59,406,35.74010555936664,7.893211002916148,54.21686746987952,37.56143141228169
B1_AGST_09,1.4627,160,0.006,79,40536,194,406,4.095535426787439,33.96971298964853,72.28915662650603,37.347819419247095
B1_COAT_04,5.4504,93,0.0055,40,22569,115,406,15.261028433829397,18.649704121830183,66.26506024096385,36.34037629428334
B1_PRRM_05,1.6215,145,0.006,64,30335,178,406,4.540172758963446,25.271576936850902,72.28915662650603,35.78604714155797
B1_SCOP_09,10.4878,248,0.0026,82,55991,299,406,29.36566380601716,47.14780265693481,31.32530120481928,33.70594653572154
B1_STEP_04,3.8012,272,0.0035,106,65087,322,406,10.643296140223159,54.90373301045379,42.168674698795186,32.1055349376981
B1_AGST_11,11.0003,87,0.0031,40,28230,97,406,30.80065519606882,23.47669639659612,37.34939759036144,31.95536039389133
B1_SCOP_03,8.3448,195,0.0027,62,53404,259,406,23.365299808201147,44.941932843329525,32.53012048192771,31.34655468471745
B1_OVEN_02,13.2551,108,0.0027,34,20336,116,406,37.114057315656105,16.745681201930456,32.53012048192771,31.206807359419617
B1_STEP_03,1.7989,190,0.0039,51,43473,234,406,5.036889778661328,36.47401899759546,46.98795180722891,28.104740433875186
B1_DEVP_02,5.6092,194,0.0025,70,49345,243,406,15.705665766005406,41.48092566380737,30.120481927710845,26.626644210247974
B1_PRRM_01,0.0,26,0.0053,11,2493,27,406,0.0,1.5314040143931513,63.85542168674698,25.84844947757742
B1_COAT_06,3.1475,84,0.0035,35,27528,104,406,8.812947122317267,22.87811865823087,42.168674698795186,24.968272460091157
B1_SCOP_01,0.0,8,0.0051,6,968,8,406,0.0,0.2310748819045345,61.44578313253013,24.62452822939296
B1_PLAT_01,0.0,21,0.0048,7,3805,35,406,0.0,2.65011340575385,57.831325301204814,23.662552801632696
B1_SCOP_02,7.0903,93,0.0025,28,21057,109,406,19.8527208836747,17.360459762274257,30.120481927710845,23.46137307700907
B1_AGST_10,3.2193,81,0.0035,18,13027,97,406,9.013985916084504,10.513480789235832,42.168674698795186,22.575760403799045
B1_WFCL_03,0.0,123,0.0033,46,34399,187,406,0.0,28.736847490577944,39.75903614457831,21.650983955946913
B1_AGST_06,0.0,115,0.0035,39,26007,145,406,0.0,21.58120022510616,42.168674698795186,21.183709924539308
B1_DSCM_04,0.0,31,0.0038,12,8107,45,406,0.0,6.318320571633214,45.78313253012048,19.576917126374838
B1_SPUT_03,0.0,119,0.0028,37,34443,151,406,0.0,28.77436518358089,33.734939759036145,19.24884894033064
B1_COAT_03,2.484,136,0.0026,33,23509,151,406,6.955158269050385,19.451218472347755,31.32530120481928,19.202427484017417
B1_SPUT_02,2.9412,34,0.0015,8,7159,39,406,8.23531058813647,5.50998482238783,18.072289156626507,11.625036862382757
B1_AGST_18,0.0,14,0.0019,6,7145,20,406,0.0,5.498047374614164,22.89156626506024,10.25623598094693
B1_PLAT_02,0.0,16,0.001,8,6323,20,406,0.0,4.797148655331776,12.048192771084338,5.7787068395000905
B1_AGST_02,0.0974,23,0.0003,2,1787,24,406,0.27271836368981783,0.929415576663995,3.614457831325301,1.7407535933388467
B1_THKZ_02,0.0,6,0.0,0,697,11,406,0.0,0.0,0.0,0.0
